,gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,pst_mvp
3875,WK026804,26804,Wijk 04 Nijmegen-Nieuw-West,Nijmegen,Wijk,WK026804,
3876,BU02680422,2680422,Hees,Nijmegen,Buurt,BU02680422,6542.0
3877,BU02680423,2680423,Heseveld,Nijmegen,Buurt,BU02680423,6543.0
3878,BU02680424,2680424,Neerbosch-Oost,Nijmegen,Buurt,BU02680424,6544.0
3879,BU02680425,2680425,Haven- en industrieterrein,Nijmegen,Buurt,BU02680425,6541.0
3880,WK026805,26805,Wijk 05 Nijmegen-Midden,Nijmegen,Wijk,WK026805,
3881,BU02680510,2680510,Nije Veld,Nijmegen,Buurt,BU02680510,6531.0
3882,BU02680511,2680511,Hazenkamp,Nijmegen,Buurt,BU02680511,6531.0
3883,BU02680512,2680512,Goffert,Nijmegen,Buurt,BU02680512,6532.0
3884,BU02680513,2680513,St. Anna,Nijmegen,Buurt,BU02680513,6533.0
3885,BU02680517,2680517,Heijendaal,Nijmegen,Buurt,BU02680517,6525.0
3886,WK026806,26806,Wijk 06 Nijmegen-Zuid,Nijmegen,Wijk,WK026806,
3887,BU02680614,2680614,Hatertse Hei,Nijmegen,Buurt,BU02680614,6533.0
3888,BU02680615,2680615,Grootstal,Nijmegen,Buurt,BU02680615,6533.0
3889,BU02680616,2680616,Hatert,Nijmegen,Buurt,BU02680616,6535.0
3890,BU02680618,2680618,Brakkenstein,Nijmegen,Buurt,BU02680618,6525.0
3891,WK026807,26807,Wijk 07 Dukenburg,Nijmegen,Wijk,WK026807,
3892,BU02680731,2680731,Tolhuis,Nijmegen,Buurt,BU02680731,6537.0
3893,BU02680732,2680732,Zwanenveld,Nijmegen,Buurt,BU02680732,6538.0
3894,BU02680733,2680733,Meijhorst,Nijmegen,Buurt,BU02680733,6537.0
3895,BU02680734,2680734,Lankforst,Nijmegen,Buurt,BU02680734,6538.0
3896,BU02680735,2680735,Aldenhof,Nijmegen,Buurt,BU02680735,6537.0
3897,BU02680736,2680736,Malvert,Nijmegen,Buurt,BU02680736,6538.0
3898,BU02680737,2680737,Weezenhof,Nijmegen,Buurt,BU02680737,6536.0
3899,BU02680738,2680738,Vogelzang,Nijmegen,Buurt,BU02680738,6536.0
3900,BU02680739,2680739,Staddijk,Nijmegen,Buurt,BU02680739,6537.0
3901,WK026808,26808,Wijk 08 Lindenholt,Nijmegen,Wijk,WK026808,
3902,BU02680840,2680840,'t Acker,Nijmegen,Buurt,BU02680840,6546.0
3903,BU02680841,2680841,De Kamp,Nijmegen,Buurt,BU02680841,6545.0
3904,BU02680842,2680842,'t Broek,Nijmegen,Buurt,BU02680842,6546.0
3905,BU02680843,2680843,Kerkenbos,Nijmegen,Buurt,BU02680843,6546.0
3906,BU02680847,2680847,Westkanaaldijk,Nijmegen,Buurt,BU02680847,6545.0
3907,BU02680848,2680848,Neerbosch-West,Nijmegen,Buurt,BU02680848,6545.0
3908,BU02680849,2680849,Bijsterhuizen,Nijmegen,Buurt,BU02680849,6546.0
3909,WK026809,26809,Wijk 09 Nijmegen-Noord,Nijmegen,Wijk,WK026809,
3910,BU02680950,2680950,Oosterhout,Nijmegen,Buurt,BU02680950,6515.0
3911,BU02680960,2680960,Ressen,Nijmegen,Buurt,BU02680960,6515.0
3912,BU02680970,2680970,Lent,Nijmegen,Buurt,BU02680970,6663.0
3913,GM0269,269,Oldebroek,Oldebroek,Gemeente,GM0269,
3914,WK026900,26900,Wijk 00 Oldebroek,Oldebroek,Wijk,WK026900,
3915,BU02690000,2690000,Oldebroek,Oldebroek,Buurt,BU02690000,8096.0
3916,BU02690001,2690001,Bovenstreek,Oldebroek,Buurt,BU02690001,8096.0
3917,BU02690002,2690002,Broekdijk,Oldebroek,Buurt,BU02690002,8096.0
3918,BU02690004,2690004,'t Loo,Oldebroek,Buurt,BU02690004,8095.0
3919,BU02690005,2690005,Verspreide huizen Oldebroek,Oldebroek,Buurt,BU02690005,8096.0
3920,BU02690006,2690006,Verspreide huizen Oldebroekse Heide,Oldebroek,Buurt,BU02690006,8096.0
3921,BU02690007,2690007,Verspreide huizen polder Oldebroek,Oldebroek,Buurt,BU02690007,8096.0
3922,BU02690008,2690008,Verspreide huizen 't Loo,Oldebroek,Buurt,BU02690008,8095.0
3923,BU02690009,2690009,Verspreide huizen heide 't Loo,Oldebroek,Buurt,BU02690009,8095.0
3924,WK026901,26901,Wijk 01 Wezep,Oldebroek,Wijk,WK026901,
3925,BU02690100,2690100,Wezep-Centrum,Oldebroek,Buurt,BU02690100,8091.0
3926,BU02690101,2690101,Wezep-Oost,Oldebroek,Buurt,BU02690101,8091.0
3927,BU02690102,2690102,Hattemerbroek,Oldebroek,Buurt,BU02690102,8094.0
3928,BU02690103,2690103,Wezep-West,Oldebroek,Buurt,BU02690103,8091.0
3929,BU02690104,2690104,Wezep-Noord,Oldebroek,Buurt,BU02690104,8091.0
3930,BU02690105,2690105,Verspreide huizen Wezep,Oldebroek,Buurt,BU02690105,8091.0
3931,BU02690106,2690106,Verspreide huizen Duivendans,Oldebroek,Buurt,BU02690106,8091.0
3932,BU02690107,2690107,Verspreide huizen Wezepse Heide,Oldebroek,Buurt,BU02690107,8091.0
3933,BU02690108,2690108,Verspreide huizen polder Hattemerbroek,Oldebroek,Buurt,BU02690108,8094.0
3934,BU02690109,2690109,Verspreide huizen Hattemerbroekse Heide,Oldebroek,Buurt,BU02690109,8094.0
3935,BU02690110,2690110,Verspreide huizen Heide Hoek,Oldebroek,Buurt,BU02690110,8091.0
3936,WK026902,26902,Wijk 02 Oosterwolde,Oldebroek,Wijk,WK026902,
3937,BU02690200,2690200,Oosterwolde,Oldebroek,Buurt,BU02690200,8097.0
3938,BU02690201,2690201,Noordeinde,Oldebroek,Buurt,BU02690201,8079.0
3939,BU02690203,2690203,Eekt,Oldebroek,Buurt,BU02690203,8097.0
3940,BU02690208,2690208,Verspreide huizen Oosterwolde,Oldebroek,Buurt,BU02690208,8097.0
3941,BU02690209,2690209,Verspreide huizen Noordeinde,Oldebroek,Buurt,BU02690209,8079.0
3942,BU02690210,2690210,Verspreide huizen Oosterwolde,Oldebroek,Buurt,BU02690210,8097.0
3943,GM0273,273,Putten,Putten,Gemeente,GM0273,
3944,WK027300,27300,Wijk 00 Putten,Putten,Wijk,WK027300,
3945,BU02730000,2730000,Putten-Centrum,Putten,Buurt,BU02730000,3881.0
3946,BU02730001,2730001,Putten-Zuid-Oost,Putten,Buurt,BU02730001,3881.0
3947,BU02730002,2730002,Putten-Noord,Putten,Buurt,BU02730002,3881.0
3948,BU02730003,2730003,Putten-Zuid-West,Putten,Buurt,BU02730003,3882.0
3949,BU02730004,2730004,Putten-Stationsstraat industriegebied,Putten,Buurt,BU02730004,3882.0
3950,BU02730005,2730005,Verspreide huizen Hell en Diermen,Putten,Buurt,BU02730005,3882.0
3951,BU02730006,2730006,Verspreide huizen Huinen en Halvinkhuizen,Putten,Buurt,BU02730006,3882.0
3952,BU02730007,2730007,Verspreide huizen Gerven,Putten,Buurt,BU02730007,3882.0
3953,BU02730008,2730008,"Verspreide huizen Norden, Bijsteren en Hoef",Putten,Buurt,BU02730008,3882.0
3954,BU02730009,2730009,Verspreide huizen Nulde,Putten,Buurt,BU02730009,3882.0
3955,WK027301,27301,Wijk 01 Bosgebied en Krachtighuizen,Putten,Wijk,WK027301,
3956,BU02730100,2730100,Koudhoorn,Putten,Buurt,BU02730100,3881.0
3957,BU02730108,2730108,Verspreide huizen Krachtighuizen en omgeving,Putten,Buurt,BU02730108,3881.0
3958,BU02730109,2730109,Verspreide huizen bosgebied,Putten,Buurt,BU02730109,3881.0
3959,GM0274,274,Renkum,Renkum,Gemeente,GM0274,
3960,WK027401,27401,Renkum Zuid,Renkum,Wijk,WK027401,
3961,BU02740101,2740101,Jufferswaard,Renkum,Buurt,BU02740101,6871.0
3962,BU02740102,2740102,Grunsfoort,Renkum,Buurt,BU02740102,6871.0
3963,BU02740103,2740103,Onder de Bomen,Renkum,Buurt,BU02740103,6871.0
3964,BU02740104,2740104,Renkum Centrum,Renkum,Buurt,BU02740104,6871.0
3965,BU02740105,2740105,De Enk,Renkum,Buurt,BU02740105,6871.0
3966,BU02740106,2740106,Gelria,Renkum,Buurt,BU02740106,6871.0
3967,WK027402,27402,Renkum Noord,Renkum,Wijk,WK027402,
3968,BU02740201,2740201,Keijenberg,Renkum,Buurt,BU02740201,6871.0
3969,BU02740202,2740202,Hogenkamp,Renkum,Buurt,BU02740202,6871.0
3970,BU02740203,2740203,Bakkershaag,Renkum,Buurt,BU02740203,6871.0
3971,BU02740204,2740204,Schaapsdrift,Renkum,Buurt,BU02740204,6871.0
3972,BU02740205,2740205,Fluitersmaat,Renkum,Buurt,BU02740205,6871.0
3973,BU02740206,2740206,Quadenoord,Renkum,Buurt,BU02740206,6871.0
3974,BU02740207,2740207,Renkumse Heide,Renkum,Buurt,BU02740207,6871.0
3975,WK027403,27403,Heelsum ten westen van de rijksweg,Renkum,Wijk,WK027403,
3976,BU02740301,2740301,Vosdal,Renkum,Buurt,BU02740301,6866.0
3977,BU02740302,2740302,Aan de Beek,Renkum,Buurt,BU02740302,6866.0
3978,BU02740303,2740303,Heidestein,Renkum,Buurt,BU02740303,6866.0
3979,BU02740304,2740304,Kamperdijk,Renkum,Buurt,BU02740304,6866.0
3980,BU02740305,2740305,Klein Zwitserland,Renkum,Buurt,BU02740305,6866.0
3981,BU02740306,2740306,Wilhelminapark,Renkum,Buurt,BU02740306,6866.0
3982,WK027404,27404,Heelsum ten oosten van de rijksweg,Renkum,Wijk,WK027404,
3983,BU02740401,2740401,Hoog Doorwerth,Renkum,Buurt,BU02740401,
3984,BU02740402,2740402,Doorwerthsestraat,Renkum,Buurt,BU02740402,6866.0
3985,BU02740403,2740403,De Kamp,Renkum,Buurt,BU02740403,6866.0
3986,WK027405,27405,Wolfheze ten zuiden van het spoor,Renkum,Wijk,WK027405,
3987,BU02740501,2740501,Boschhoeve,Renkum,Buurt,BU02740501,6874.0
3988,BU02740502,2740502,Wolfhezerbeek,Renkum,Buurt,BU02740502,6874.0
3989,BU02740503,2740503,De Stichting,Renkum,Buurt,BU02740503,6874.0
3990,BU02740504,2740504,Lawijckerhof,Renkum,Buurt,BU02740504,6874.0
3991,WK027406,27406,Wolfheze ten noorden van het spoor,Renkum,Wijk,WK027406,
3992,BU02740601,2740601,De Buunderkamp,Renkum,Buurt,BU02740601,6874.0
3993,BU02740602,2740602,Reijers-Camp,Renkum,Buurt,BU02740602,6874.0
3994,BU02740603,2740603,Duitsekampweg,Renkum,Buurt,BU02740603,6874.0
3995,BU02740604,2740604,Het Hazeleger,Renkum,Buurt,BU02740604,6874.0
3996,WK027407,27407,Buitengebied Doorwerth,Renkum,Wijk,WK027407,
3997,BU02740701,2740701,Doorwerthse Waarden,Renkum,Buurt,BU02740701,6865.0
3998,BU02740702,2740702,Doorwerthse Bossen,Renkum,Buurt,BU02740702,6865.0
3999,BU02740703,2740703,Kievitsdel,Renkum,Buurt,BU02740703,6865.0
4000,WK027408,27408,Bebouwde kom Doorwerth,Renkum,Wijk,WK027408,
4001,BU02740801,2740801,Doorwerth Zuid,Renkum,Buurt,BU02740801,6865.0
4002,BU02740802,2740802,Clusterwoningen,Renkum,Buurt,BU02740802,6865.0
4003,BU02740803,2740803,Cardanuslaan,Renkum,Buurt,BU02740803,6865.0
4004,WK027409,27409,Heveadorp,Renkum,Wijk,WK027409,
4005,BU02740901,2740901,Hunneschans - Valckeniersbossen,Renkum,Buurt,BU02740901,6869.0
4006,BU02740902,2740902,Heveadorp,Renkum,Buurt,BU02740902,6869.0
4007,WK027410,27410,Oosterbeek West,Renkum,Wijk,WK027410,
4008,BU02741001,2741001,Hemelse Berg,Renkum,Buurt,BU02741001,6862.0
4009,BU02741002,2741002,Valkenberg,Renkum,Buurt,BU02741002,6862.0
4010,BU02741003,2741003,Wodanswoud,Renkum,Buurt,BU02741003,6862.0
4011,BU02741004,2741004,Sonnenberg,Renkum,Buurt,BU02741004,6861.0
4012,BU02741005,2741005,Bilderberg,Renkum,Buurt,BU02741005,6861.0
4013,WK027411,27411,Oosterbeek Zuidoost,Renkum,Wijk,WK027411,
4014,BU02741101,2741101,Oosterbeekse Waarden,Renkum,Buurt,BU02741101,6862.0
4015,BU02741102,2741102,Bato's Wijk,Renkum,Buurt,BU02741102,6862.0
4016,BU02741103,2741103,Nieuwland,Renkum,Buurt,BU02741103,6862.0
4017,BU02741104,2741104,Stenenkruis,Renkum,Buurt,BU02741104,6862.0
4018,BU02741105,2741105,Klingelbeek,Renkum,Buurt,BU02741105,6862.0
4019,WK027412,27412,Oosterbeek Noordoost,Renkum,Wijk,WK027412,
4020,BU02741201,2741201,Beelaertslaan,Renkum,Buurt,BU02741201,6861.0
4021,BU02741202,2741202,Transvaal,Renkum,Buurt,BU02741202,6861.0
4022,BU02741203,2741203,Dreyeroord,Renkum,Buurt,BU02741203,6861.0
4023,BU02741204,2741204,Dennenkamp,Renkum,Buurt,BU02741204,6861.0
4024,BU02741205,2741205,De Dreijen,Renkum,Buurt,BU02741205,6861.0
4025,BU02741206,2741206,Talud,Renkum,Buurt,BU02741206,6861.0
4026,GM0275,275,Rheden,Rheden,Gemeente,GM0275,
4027,WK027500,27500,Wijk 00 Dieren,Rheden,Wijk,WK027500,
4028,BU02750000,2750000,Dieren-Zuid beneden spoorlijn,Rheden,Buurt,BU02750000,6953.0
4029,BU02750001,2750001,Dieren-Noord boven spoorlijn,Rheden,Buurt,BU02750001,6951.0
4030,BU02750002,2750002,Dieren-West boven spoorlijn,Rheden,Buurt,BU02750002,6952.0
4031,BU02750003,2750003,Spankeren,Rheden,Buurt,BU02750003,6956.0
4032,BU02750004,2750004,Ellecom,Rheden,Buurt,BU02750004,6955.0
4033,BU02750005,2750005,Laag-Soeren,Rheden,Buurt,BU02750005,6957.0
4034,BU02750007,2750007,Verspreide huizen bosgebied Laag Soeren,Rheden,Buurt,BU02750007,6957.0
4035,BU02750008,2750008,Verspreide huizen Spankeren,Rheden,Buurt,BU02750008,6956.0
4036,BU02750009,2750009,Verspreide huizen Fraterwaard en Beimerwaard,Rheden,Buurt,BU02750009,6953.0
4037,BU02750010,2750010,Verspreide huizen bosgebied Ellecom,Rheden,Buurt,BU02750010,6955.0
4038,BU02750011,2750011,Verspreide huizen bosgebied Dieren,Rheden,Buurt,BU02750011,6952.0
4039,WK027501,27501,Wijk 01 Rheden,Rheden,Wijk,WK027501,
4040,BU02750100,2750100,Rheden,Rheden,Buurt,BU02750100,6991.0
4041,BU02750101,2750101,Rheden-West ten westen van Oranjeweg en Haverweg,Rheden,Buurt,BU02750101,6991.0
4042,BU02750102,2750102,Verspreide huizen Rheden,Rheden,Buurt,BU02750102,6991.0
4043,BU02750103,2750103,De Steeg,Rheden,Buurt,BU02750103,6994.0
4044,BU02750106,2750106,Verspreide huizen bosgebied De Steeg,Rheden,Buurt,BU02750106,6994.0
4045,BU02750107,2750107,Verspreide huizen bosgebied Rheden,Rheden,Buurt,BU02750107,6991.0
4046,BU02750108,2750108,Verspreide huizen Havikerwaard en Middachten,Rheden,Buurt,BU02750108,6994.0
4047,WK027502,27502,Wijk 02 Velp,Rheden,Wijk,WK027502,
4048,BU02750200,2750200,Velp-Noord boven spoorlijn,Rheden,Buurt,BU02750200,6881.0
4049,BU02750201,2750201,Velp-Zuid beneden spoorlijn,Rheden,Buurt,BU02750201,6882.0
4050,BU02750202,2750202,Velp-Zuid ten zuiden van Waterstraat,Rheden,Buurt,BU02750202,6883.0
4051,BU02750208,2750208,Verspreide huizen Velp-Noordoost,Rheden,Buurt,BU02750208,6881.0
4052,BU02750209,2750209,Verspreide huizen Velp-Zuidoost,Rheden,Buurt,BU02750209,6883.0
4053,GM0277,277,Rozendaal,Rozendaal,Gemeente,GM0277,
4054,WK027700,27700,Wijk 00,Rozendaal,Wijk,WK027700,
4055,BU02770000,2770000,Rozendaal,Rozendaal,Buurt,BU02770000,6891.0
4056,BU02770009,2770009,Verspreide huizen Imbosch en Terlet,Rozendaal,Buurt,BU02770009,6891.0
4057,GM0279,279,Scherpenzeel,Scherpenzeel,Gemeente,GM0279,
4058,WK027900,27900,Wijk 00,Scherpenzeel,Wijk,WK027900,
4059,BU02790000,2790000,Scherpenzeel,Scherpenzeel,Buurt,BU02790000,3925.0
4060,BU02790008,2790008,Verspreide huizen ten zuiden van Scherpenzeel,Scherpenzeel,Buurt,BU02790008,3925.0
4061,BU02790009,2790009,Verspreide huizen ten noorden van Scherpenzeel,Scherpenzeel,Buurt,BU02790009,3925.0
4062,GM0281,281,Tiel,Tiel,Gemeente,GM0281,
4063,WK028100,28100,Tiel kern,Tiel,Wijk,WK028100,
4064,BU02810000,2810000,Binnenstad,Tiel,Buurt,BU02810000,4001.0
4065,BU02810001,2810001,Sterrebos,Tiel,Buurt,BU02810001,4001.0
4066,BU02810002,2810002,Hertogenwijk,Tiel,Buurt,BU02810002,4001.0
4067,BU02810003,2810003,Burgemeesterswijk,Tiel,Buurt,BU02810003,4001.0
4068,BU02810004,2810004,Stationsbuurt,Tiel,Buurt,BU02810004,4001.0
4069,BU02810005,2810005,Santwijck,Tiel,Buurt,BU02810005,4001.0
4070,BU02810006,2810006,De Lok,Tiel,Buurt,BU02810006,4001.0
4071,BU02810007,2810007,Het Ooij,Tiel,Buurt,BU02810007,4005.0
4072,BU02810009,2810009,Latenstein,Tiel,Buurt,BU02810009,4005.0
4073,BU02810010,2810010,Tiel-West,Tiel,Buurt,BU02810010,4006.0
4074,BU02810011,2810011,Wadenoijenlaan e.o.,Tiel,Buurt,BU02810011,4006.0
4075,WK028101,28101,Tiel-Noord,Tiel,Wijk,WK028101,
4076,BU02810100,2810100,Elzenpas,Tiel,Buurt,BU02810100,4002.0
4077,BU02810101,2810101,Westroijen,Tiel,Buurt,BU02810101,4003.0
4078,BU02810102,2810102,Rauwenhof e.o.,Tiel,Buurt,BU02810102,4006.0
4079,BU02810103,2810103,Rauwenhof,Tiel,Buurt,BU02810103,4003.0
4080,BU02810104,2810104,Drumpt,Tiel,Buurt,BU02810104,4003.0
4081,BU02810107,2810107,Industrieterrein Medel,Tiel,Buurt,BU02810107,4004.0
4082,BU02810108,2810108,Veluwe,Tiel,Buurt,BU02810108,4003.0
4083,BU02810109,2810109,Industrieterrein Kellen,Tiel,Buurt,BU02810109,4004.0
4084,WK028102,28102,Wadenoijen en Kapel Avezaath,Tiel,Wijk,WK028102,
4085,BU02810200,2810200,Wadenoijen,Tiel,Buurt,BU02810200,4014.0
4086,BU02810201,2810201,Kapel-Avezaath,Tiel,Buurt,BU02810201,4013.0
4087,BU02810208,2810208,Kapel-Avezaath e.o.,Tiel,Buurt,BU02810208,4013.0
4088,BU02810209,2810209,Wadenoijen e.o.,Tiel,Buurt,BU02810209,4014.0
4089,WK028103,28103,Tiel-Zuid,Tiel,Wijk,WK028103,
4090,BU02810300,2810300,Passewaaij-Noord-West,Tiel,Buurt,BU02810300,4007.0
4091,BU02810301,2810301,Passewaaij-Noord-Oost,Tiel,Buurt,BU02810301,4007.0
4092,BU02810302,2810302,Passewaaij-Zuid-West,Tiel,Buurt,BU02810302,4007.0
4093,BU02810303,2810303,Passewaaij-Zuid-Oost,Tiel,Buurt,BU02810303,4007.0
4094,BU02810304,2810304,Passewaaij e.o.,Tiel,Buurt,BU02810304,4007.0
4095,BU02810305,2810305,Zennewijnen,Tiel,Buurt,BU02810305,4062.0
4096,BU02810306,2810306,Zennewijnen e.o.,Tiel,Buurt,BU02810306,4062.0
4097,GM0285,285,Voorst,Voorst,Gemeente,GM0285,
4098,WK028500,28500,Wijk 00 Voorst,Voorst,Wijk,WK028500,
4099,BU02850000,2850000,Voorst,Voorst,Buurt,BU02850000,7383.0
4100,BU02850001,2850001,Bussloo,Voorst,Buurt,BU02850001,7383.0
4101,BU02850002,2850002,Gietelo,Voorst,Buurt,BU02850002,7383.0
4102,BU02850005,2850005,Verspreide huizen Voorst en Wilpse Klei,Voorst,Buurt,BU02850005,7383.0
4103,BU02850006,2850006,Verspreide huizen Gietelo-Bussloo,Voorst,Buurt,BU02850006,7383.0
4104,BU02850007,2850007,Verspreide huizen langs de IJssel Voorster Klei,Voorst,Buurt,BU02850007,7383.0
4105,BU02850008,2850008,Verspreide huizen Appensche Veld,Voorst,Buurt,BU02850008,7383.0
4106,BU02850009,2850009,Verspreide huizen akkerbouwgebied Noord-Empe,Voorst,Buurt,BU02850009,7383.0
4107,WK028501,28501,Wijk 01 Twello-Nijbroek,Voorst,Wijk,WK028501,
4108,BU02850100,2850100,Twello-Midden,Voorst,Buurt,BU02850100,7391.0
4109,BU02850101,2850101,Twello-Zuid,Voorst,Buurt,BU02850101,7391.0
4110,BU02850102,2850102,Twello-Noord,Voorst,Buurt,BU02850102,7391.0
4111,BU02850103,2850103,Terwolde,Voorst,Buurt,BU02850103,7396.0
4112,BU02850104,2850104,Nijbroek,Voorst,Buurt,BU02850104,7397.0
4113,BU02850105,2850105,Verspreide huizen Twello-Zuid,Voorst,Buurt,BU02850105,7384.0
4114,BU02850106,2850106,Steenenkamer,Voorst,Buurt,BU02850106,7439.0
4115,BU02850107,2850107,Verspreide huizen Twello-Noord,Voorst,Buurt,BU02850107,7391.0
4116,BU02850108,2850108,Verspreide huizen Nijbroek,Voorst,Buurt,BU02850108,7397.0
4117,BU02850109,2850109,Verspreide huizen op de oeverwal Terwolde,Voorst,Buurt,BU02850109,7396.0
4118,WK028502,28502,Wijk 02 Klarenbeek-Teuge,Voorst,Wijk,WK028502,
4119,BU02850200,2850200,Klarenbeek (gedeeltelijk),Voorst,Buurt,BU02850200,7382.0
4120,BU02850201,2850201,Teuge,Voorst,Buurt,BU02850201,7395.0
4121,BU02850202,2850202,Wilp-Achterhoek,Voorst,Buurt,BU02850202,7384.0
4122,BU02850203,2850203,De Vecht,Voorst,Buurt,BU02850203,7396.0
4123,BU02850205,2850205,"Verspreide huizen De Vecht, De Pol en omgeving",Voorst,Buurt,BU02850205,7396.0
4124,BU02850206,2850206,Verspreide huizen Teuge,Voorst,Buurt,BU02850206,7395.0
4125,BU02850207,2850207,Verspreide huizen Wilp-Achterhoek,Voorst,Buurt,BU02850207,7384.0
4126,BU02850208,2850208,Verspreide huizen Klarenbeek-Noord,Voorst,Buurt,BU02850208,7382.0
4127,BU02850209,2850209,Verspreide huizen Klarenbeek-Zuid,Voorst,Buurt,BU02850209,7382.0
4128,WK028503,28503,Wijk 03 Wilp,Voorst,Wijk,WK028503,
4129,BU02850300,2850300,Wilp,Voorst,Buurt,BU02850300,7384.0
4130,BU02850301,2850301,Posterenk,Voorst,Buurt,BU02850301,7384.0
4131,BU02850308,2850308,Verspreide huizen Wilp en Posterenk,Voorst,Buurt,BU02850308,7384.0
4132,BU02850309,2850309,Verspreide huizen op de Wilpse Klei,Voorst,Buurt,BU02850309,7384.0
4133,GM0289,289,Wageningen,Wageningen,Gemeente,GM0289,
4134,WK028900,28900,Wijk 00 Stedelijk gebied,Wageningen,Wijk,WK028900,
4135,BU02890000,2890000,Oude Stad Binnenstad,Wageningen,Buurt,BU02890000,6701.0
4136,BU02890001,2890001,Buitenwijk Wageningen-Noord,Wageningen,Buurt,BU02890001,6707.0
4137,BU02890002,2890002,Buitenwijk Wageningen-Oost,Wageningen,Buurt,BU02890002,6703.0
4138,BU02890003,2890003,Buitenwijk Wageningen-West,Wageningen,Buurt,BU02890003,6702.0
4139,BU02890004,2890004,Buitenwijk Wageningen-Noordwest,Wageningen,Buurt,BU02890004,6708.0
4140,BU02890005,2890005,Buitenwijk Tarthorst-Roghorst-Haverlanden,Wageningen,Buurt,BU02890005,6708.0
4141,BU02890006,2890006,Buitenwijk Wageningen-Noordoost,Wageningen,Buurt,BU02890006,6706.0
4142,BU02890007,2890007,Uitbreidingsplan-Noordwest,Wageningen,Buurt,BU02890007,6708.0
4143,WK028901,28901,Wijk 01 Landelijk gebied,Wageningen,Wijk,WK028901,
4144,BU02890100,2890100,Wageningen Hoog,Wageningen,Buurt,BU02890100,6705.0
4145,BU02890105,2890105,"Verspreide huizen Hogesteeg, De Keyzer en omgeving",Wageningen,Buurt,BU02890105,6708.0
4146,BU02890106,2890106,Verspreide huizen vroegere Nude-gebied,Wageningen,Buurt,BU02890106,6702.0
4147,BU02890107,2890107,Verspreide huizen Het Binnenveld,Wageningen,Buurt,BU02890107,6709.0
4148,BU02890108,2890108,"Verspreide huizen Wageningse Berg, De Eng en omgeving",Wageningen,Buurt,BU02890108,6704.0
4149,BU02890109,2890109,Verspreide huizen Uiterwaarden,Wageningen,Buurt,BU02890109,6701.0
4150,GM0293,293,Westervoort,Westervoort,Gemeente,GM0293,
4151,WK029300,29300,Wijk 00,Westervoort,Wijk,WK029300,
4152,BU02930000,2930000,Westervoort,Westervoort,Buurt,BU02930000,6931.0
4153,BU02930001,2930001,Westervoort-Broeklanden,Westervoort,Buurt,BU02930001,6931.0
4154,BU02930002,2930002,Westervoort-Lange Maat en Hoogeind,Westervoort,Buurt,BU02930002,6932.0
4155,BU02930003,2930003,De Leigraaf-De Steenderens,Westervoort,Buurt,BU02930003,6932.0
4156,BU02930004,2930004,De Ganzepoel-Schans,Westervoort,Buurt,BU02930004,6932.0
4157,BU02930009,2930009,Verspreide huizen Westervoort,Westervoort,Buurt,BU02930009,6931.0
4158,GM0294,294,Winterswijk,Winterswijk,Gemeente,GM0294,
4159,WK029400,29400,Wijk 00 Stad,Winterswijk,Wijk,WK029400,
4160,BU02940000,2940000,Centrale deel,Winterswijk,Buurt,BU02940000,7101.0
4161,BU02940001,2940001,Winterswijk-Zuidwest,Winterswijk,Buurt,BU02940001,7102.0
4162,BU02940002,2940002,Winterswijk-Noordwest,Winterswijk,Buurt,BU02940002,7103.0
4163,BU02940003,2940003,Winterswijk-Noordoost,Winterswijk,Buurt,BU02940003,7103.0
4164,BU02940004,2940004,Winterswijk-Zuidoost,Winterswijk,Buurt,BU02940004,7101.0
4165,WK029401,29401,Wijk 01 Land,Winterswijk,Wijk,WK029401,
4166,BU02940100,2940100,Meddo,Winterswijk,Buurt,BU02940100,7104.0
4167,BU02940101,2940101,Kotten,Winterswijk,Buurt,BU02940101,7107.0
4168,BU02940102,2940102,Miste,Winterswijk,Buurt,BU02940102,7109.0
4169,BU02940103,2940103,Verspreide huizen Brinkheurne en omgeving,Winterswijk,Buurt,BU02940103,7115.0
4170,BU02940104,2940104,Verspreide huizen Meddo,Winterswijk,Buurt,BU02940104,7104.0
4171,BU02940105,2940105,Verspreide huizen ten noorden van Winterswijk,Winterswijk,Buurt,BU02940105,7104.0
4172,BU02940106,2940106,"Verspreide huizen Ratum, Henxel, Huppel",Winterswijk,Buurt,BU02940106,7106.0
4173,BU02940107,2940107,Verspreide huizen Kotten,Winterswijk,Buurt,BU02940107,7107.0
4174,BU02940108,2940108,Woold,Winterswijk,Buurt,BU02940108,7108.0
4175,BU02940109,2940109,Verspreide huizen Miste,Winterswijk,Buurt,BU02940109,7109.0
4176,BU02940120,2940120,Verspreide huizen Corle en omgeving,Winterswijk,Buurt,BU02940120,7102.0
4177,BU02940121,2940121,Verspreide huizen Woold,Winterswijk,Buurt,BU02940121,7108.0
4178,GM0296,296,Wijchen,Wijchen,Gemeente,GM0296,
4179,WK029600,29600,Wijk 00 Wijchen buitengebied,Wijchen,Wijk,WK029600,
4180,BU02960000,2960000,Verspreide huizen wezel,Wijchen,Buurt,BU02960000,6604.0
4181,BU02960001,2960001,Verspreide huizen Vormer,Wijchen,Buurt,BU02960001,6602.0
4182,BU02960002,2960002,Verspreide huizen Bankhoef,Wijchen,Buurt,BU02960002,6601.0
4183,WK029601,29601,Wijk 01 Wijchen kern,Wijchen,Wijk,WK029601,
