,jaar,wijkcode,buurtcode,fijnstof,roet,no2,woz,stedelijkheid,bevolkingsdichtheid,statuscode
43868,2013,WK171109,BU17110939,,0.95,19.72,196,5,852,0.02
43869,2016,WK171109,BU17110939,17.34,0.96,19.95,186,5,833,0.03
43870,2015,WK171109,BU17110939,18.97,0.92,18.67,182,5,843,-0.05
43871,2014,WK171109,BU17110939,21.07,0.98,18.29,187,5,843,-0.13
43872,2013,WK171109,BU17110940,,0.89,18.56,196,5,852,0.02
43873,2016,WK171109,BU17110940,17.17,0.91,18.86,186,5,833,0.03
43874,2015,WK171109,BU17110940,18.78,0.87,17.56,182,5,843,-0.05
43875,2014,WK171109,BU17110940,20.79,0.93,17.07,187,5,843,-0.13
43876,2013,WK171109,BU17110938,,0.94,19.33,196,5,852,0.02
43877,2016,WK171109,BU17110938,17.2,0.95,19.77,186,5,833,0.03
43878,2015,WK171109,BU17110938,18.85,0.9,18.58,182,5,843,-0.05
43879,2014,WK171109,BU17110938,20.91,0.96,17.92,187,5,843,-0.13
43880,2013,WK171110,BU17111042,,0.94,20.24,236,5,156,0.4775
43881,2016,WK171110,BU17111042,17.5,0.93,19.22,230,5,166,0.6
43882,2015,WK171110,BU17111042,19.03,0.88,18.22,222,5,163,0.48
43883,2014,WK171110,BU17111042,21.19,0.94,18.59,227,5,163,0.36
43884,2013,WK171110,BU17111041,,0.92,19.57,236,5,156,0.4775
43885,2016,WK171110,BU17111041,17.36,0.91,18.3,230,5,166,0.6
43886,2015,WK171110,BU17111041,18.91,0.85,17.43,222,5,163,0.48
43887,2014,WK171110,BU17111041,21.07,0.93,17.93,227,5,163,0.36
43888,2013,WK171111,BU17111144,,0.85,16.97,219,5,117,-0.4475
43889,2016,WK171111,BU17111144,17.96,0.87,16.21,211,5,114,-0.32
43890,2015,WK171111,BU17111144,19.28,0.79,14.84,204,5,113,-0.37
43891,2014,WK171111,BU17111144,21.44,0.86,15.27,213,5,113,-0.42
43892,2013,WK171111,BU17111143,,0.86,17.11,219,5,117,-0.4475
43893,2016,WK171111,BU17111143,17.89,0.89,16.31,211,5,114,-0.32
43894,2015,WK171111,BU17111143,19.19,0.81,15.1,204,5,113,-0.37
43895,2014,WK171111,BU17111143,21.5,0.87,15.44,213,5,113,-0.42
43896,2013,WK171400,BU17140001,,0.59,17.44,210,5,103,-1.1325
43897,2016,WK171400,BU17140001,15.68,0.66,16.51,214,5,104,-0.64
43898,2015,WK171400,BU17140001,16.02,0.56,14.8,211,5,104,-0.89
43899,2014,WK171400,BU17140001,17.82,0.63,15.07,208,5,103,-1.14
43900,2013,WK171400,BU17140009,,0.56,16.79,210,5,103,-1.1325
43901,2016,WK171400,BU17140009,15.31,0.63,14.48,214,5,104,-0.64
43902,2015,WK171400,BU17140009,15.78,0.52,14.09,211,5,104,-0.89
43903,2014,WK171400,BU17140009,17.66,0.59,14.58,208,5,103,-1.14
43904,2013,WK171400,BU17140000,,0.57,17.35,210,5,103,-1.1325
43905,2016,WK171400,BU17140000,15.51,0.63,15.2,214,5,104,-0.64
43906,2015,WK171400,BU17140000,15.9,0.53,14.66,211,5,104,-0.89
43907,2014,WK171400,BU17140000,17.69,0.61,15,208,5,103,-1.14
43908,2013,WK171401,BU17140109,,0.53,16.14,270,5,38,-0.895
43909,2016,WK171401,BU17140109,15.27,0.59,13.76,289,5,34,-0.78
43910,2015,WK171401,BU17140109,15.54,0.49,13.5,272,5,35,-0.95
43911,2014,WK171401,BU17140109,17.43,0.56,14.03,276,5,37,-1.12
43912,2013,WK171401,BU17140100,,0.52,16.15,270,5,38,-0.895
43913,2016,WK171401,BU17140100,15.29,0.58,13.8,289,5,34,-0.78
43914,2015,WK171401,BU17140100,15.53,0.49,13.54,272,5,35,-0.95
43915,2014,WK171401,BU17140100,17.43,0.56,14.08,276,5,37,-1.12
43916,2013,WK171402,BU17140200,,0.58,17.51,176,5,79,-0.605
43917,2016,WK171402,BU17140200,15.47,0.65,14.89,177,5,78,-0.23
43918,2015,WK171402,BU17140200,16.01,0.54,14.59,174,5,79,-0.42
43919,2014,WK171402,BU17140200,17.92,0.61,15.1,173,5,80,-0.61
43920,2013,WK171402,BU17140209,,0.56,17.01,176,5,79,-0.605
43921,2016,WK171402,BU17140209,15.45,0.63,14.42,177,5,78,-0.23
43922,2015,WK171402,BU17140209,15.95,0.52,14.09,174,5,79,-0.42
43923,2014,WK171402,BU17140209,17.88,0.6,14.73,173,5,80,-0.61
43924,2013,WK171403,BU17140300,,0.66,19.49,195,5,103,-1.395
43925,2013,WK171411,BU17140300,,0.55,17.14,163,5,45,-1.395
43926,2016,WK171403,BU17140300,15.99,0.75,16.59,201,5,105,-1.2
43927,2016,WK171411,BU17140300,15.35,0.61,14.78,161,5,43,-1.2
43928,2015,WK171403,BU17140300,16.46,0.62,16.29,194,5,105,-1.28
43929,2015,WK171411,BU17140300,15.72,0.49,14.29,158,5,43,-1.28
43930,2014,WK171403,BU17140300,18.35,0.7,16.88,194,5,104,-1.36
43931,2014,WK171411,BU17140300,17.73,0.58,14.96,161,5,44,-1.36
43932,2013,WK171403,BU17141100,,0.66,19.49,195,5,103,-0.2075
43933,2013,WK171411,BU17141100,,0.55,17.14,163,5,45,-0.2075
43934,2016,WK171403,BU17141100,15.99,0.75,16.59,201,5,105,-0.3
43935,2016,WK171411,BU17141100,15.35,0.61,14.78,161,5,43,-0.3
43936,2015,WK171403,BU17141100,16.46,0.62,16.29,194,5,105,-0.295
43937,2015,WK171411,BU17141100,15.72,0.49,14.29,158,5,43,-0.295
43938,2014,WK171403,BU17141100,18.35,0.7,16.88,194,5,104,-0.29
43939,2014,WK171411,BU17141100,17.73,0.58,14.96,161,5,44,-0.29
43940,2013,WK171403,BU17140309,,0.59,17.65,195,5,103,-1.395
43941,2016,WK171403,BU17140309,15.49,0.69,14.82,201,5,105,-1.2
43942,2015,WK171403,BU17140309,16.06,0.56,14.69,194,5,105,-1.28
43943,2014,WK171403,BU17140309,17.93,0.63,15.19,194,5,104,-1.36
43944,2013,WK171404,BU17140409,,0.56,17,241,5,23,0.8925
43945,2016,WK171404,BU17140409,15.55,0.65,14.63,240,5,24,0.97
43946,2015,WK171404,BU17140409,16.11,0.53,14.13,240,5,23,1.06
43947,2014,WK171404,BU17140409,18.01,0.6,14.64,251,5,23,1.15
43948,2013,WK171404,BU17140400,,0.56,17.21,241,5,23,0.8925
43949,2016,WK171404,BU17140400,15.67,0.64,14.51,240,5,24,0.97
43950,2015,WK171404,BU17140400,16.22,0.52,14.1,240,5,23,1.06
43951,2014,WK171404,BU17140400,18.16,0.6,14.75,251,5,23,1.15
43952,2013,WK171405,BU17140509,,0.55,16.81,161,4,185,-0.765
43953,2016,WK171405,BU17140509,15.28,0.61,14.34,162,4,184,-0.69
43954,2015,WK171405,BU17140509,15.75,0.5,13.92,159,4,186,-0.745
43955,2014,WK171405,BU17140509,17.69,0.58,14.56,160,4,183,-0.8
43956,2013,WK171405,BU17140500,,0.57,17.69,161,4,185,-0.765
43957,2016,WK171405,BU17140500,15.34,0.63,15.46,162,4,184,-0.69
43958,2015,WK171405,BU17140500,15.83,0.52,14.95,159,4,186,-0.745
43959,2014,WK171405,BU17140500,17.72,0.6,15.2,160,4,183,-0.8
43960,2013,WK171406,BU17140600,,0.53,16.43,168,5,41,-0.8725
43961,2016,WK171406,BU17140600,15.23,0.59,14.08,174,5,41,-0.69
43962,2015,WK171406,BU17140600,15.66,0.49,13.65,170,5,40,-0.815
43963,2014,WK171406,BU17140600,17.59,0.57,14.32,167,5,41,-0.94
43964,2013,WK171406,BU17140609,,0.53,16.29,168,5,41,-0.8725
43965,2013,WK171411,BU17140609,,0.54,16.99,163,5,45,-0.8725
43966,2016,WK171406,BU17140609,15.23,0.59,13.88,174,5,41,-0.69
43967,2016,WK171411,BU17140609,15.26,0.6,14.68,161,5,43,-0.69
43968,2015,WK171406,BU17140609,15.6,0.49,13.53,170,5,40,-0.815
43969,2015,WK171411,BU17140609,15.73,0.49,14.11,158,5,43,-0.815
43970,2014,WK171406,BU17140609,17.52,0.56,14.17,167,5,41,-0.94
43971,2014,WK171411,BU17140609,17.67,0.58,14.85,161,5,44,-0.94
43972,2013,WK171406,BU17141109,,0.53,16.29,168,5,41,-0.2075
43973,2013,WK171411,BU17141109,,0.54,16.99,163,5,45,-0.2075
43974,2016,WK171406,BU17141109,15.23,0.59,13.88,174,5,41,-0.3
43975,2016,WK171411,BU17141109,15.26,0.6,14.68,161,5,43,-0.3
43976,2015,WK171406,BU17141109,15.6,0.49,13.53,170,5,40,-0.295
43977,2015,WK171411,BU17141109,15.73,0.49,14.11,158,5,43,-0.295
43978,2014,WK171406,BU17141109,17.52,0.56,14.17,167,5,41,-0.29
43979,2014,WK171411,BU17141109,17.67,0.58,14.85,161,5,44,-0.29
43980,2013,WK171407,BU17140709,,0.52,15.97,247,5,52,0.21
43981,2016,WK171407,BU17140709,15.43,0.57,13.7,247,5,50,0.71
43982,2015,WK171407,BU17140709,15.47,0.47,13.35,263,5,51,0.54
43983,2014,WK171407,BU17140709,17.34,0.55,13.91,247,5,52,0.37
43984,2013,WK171407,BU17140701,,0.52,15.84,247,5,52,0.21
43985,2016,WK171407,BU17140701,15.51,0.58,13.77,247,5,50,0.71
43986,2015,WK171407,BU17140701,15.36,0.48,13.49,263,5,51,0.54
43987,2014,WK171407,BU17140701,17.22,0.56,13.96,247,5,52,0.37
43988,2013,WK171407,BU17140700,,0.53,16.15,247,5,52,0.21
43989,2016,WK171407,BU17140700,15.66,0.58,14.02,247,5,50,0.71
43990,2015,WK171407,BU17140700,15.62,0.48,13.62,263,5,51,0.54
43991,2014,WK171407,BU17140700,17.49,0.56,14.13,247,5,52,0.37
43992,2013,WK171408,BU17140809,,0.52,16.11,207,5,39,-1.025
43993,2016,WK171408,BU17140809,15.4,0.57,13.77,207,5,36,-1.14
43994,2015,WK171408,BU17140809,15.46,0.47,13.45,206,5,37,-1.115
43995,2014,WK171408,BU17140809,17.35,0.55,14.05,208,5,38,-1.09
43996,2013,WK171408,BU17140800,,0.53,16.35,207,5,39,-1.025
43997,2016,WK171408,BU17140800,15.48,0.58,14.04,207,5,36,-1.14
43998,2015,WK171408,BU17140800,15.55,0.48,13.76,206,5,37,-1.115
43999,2014,WK171408,BU17140800,17.45,0.56,14.34,208,5,38,-1.09
44000,2013,WK171408,BU17140801,,0.52,15.91,207,5,39,-1.025
44001,2016,WK171408,BU17140801,15.46,0.57,13.67,207,5,36,-1.14
44002,2015,WK171408,BU17140801,15.35,0.47,13.39,206,5,37,-1.115
44003,2014,WK171408,BU17140801,17.2,0.55,13.92,208,5,38,-1.09
44004,2013,WK171409,BU17140900,,0.54,16.75,180,5,54,-0.47
44005,2016,WK171409,BU17140900,15.63,0.58,14.47,183,5,53,-0.17
44006,2015,WK171409,BU17140900,15.7,0.49,14.08,180,5,54,-0.305
44007,2014,WK171409,BU17140900,17.61,0.57,14.64,179,5,54,-0.44
44008,2013,WK171409,BU17140909,,0.53,16.48,180,5,54,-0.47
44009,2016,WK171409,BU17140909,15.38,0.58,14.05,183,5,53,-0.17
44010,2015,WK171409,BU17140909,15.55,0.48,13.7,180,5,54,-0.305
44011,2014,WK171409,BU17140909,17.46,0.56,14.34,179,5,54,-0.44
44012,2013,WK171410,BU17141000,,0.57,17.83,174,4,344,-0.3375
44013,2016,WK171410,BU17141000,15.68,0.62,15.7,173,4,339,-0.29
44014,2015,WK171410,BU17141000,15.73,0.51,15.09,172,4,339,-0.33
44015,2014,WK171410,BU17141000,17.75,0.6,15.43,173,4,342,-0.37
44016,2013,WK171410,BU17141009,,0.54,16.88,174,4,344,-0.3375
44017,2016,WK171410,BU17141009,15.48,0.59,14.51,173,4,339,-0.29
44018,2015,WK171410,BU17141009,15.57,0.48,14.04,172,4,339,-0.33
44019,2014,WK171410,BU17141009,17.5,0.57,14.67,173,4,342,-0.37
44020,2013,WK171411,BU17141101,,0.55,17.06,163,5,45,-0.2075
44021,2016,WK171411,BU17141101,15.33,0.59,14.48,161,5,43,-0.3
44022,2015,WK171411,BU17141101,15.62,0.48,14.05,158,5,43,-0.295
44023,2014,WK171411,BU17141101,17.55,0.57,14.79,161,5,44,-0.29
44024,2013,WK171411,BU17141108,,0.54,16.89,163,5,45,-0.2325
44025,2016,WK171411,BU17141108,15.3,0.59,14.45,161,5,43,0.04
44026,2015,WK171411,BU17141108,15.65,0.48,13.95,158,5,43,-0.1
44027,2014,WK171411,BU17141108,17.58,0.57,14.68,161,5,44,-0.24
44028,2013,WK171412,BU17141209,,0.57,17.65,186,5,50,-0.2325
44029,2016,WK171412,BU17141209,15.4,0.64,15.44,186,5,50,0.04
44030,2015,WK171412,BU17141209,16.06,0.53,14.93,182,5,49,-0.1
44031,2014,WK171412,BU17141209,17.97,0.61,15.36,185,5,49,-0.24
44032,2013,WK171412,BU17141200,,0.57,17.88,186,5,50,-0.2325
44033,2016,WK171412,BU17141200,15.37,0.64,15.74,186,5,50,0.04
44034,2015,WK171412,BU17141200,16.01,0.53,15.34,182,5,49,-0.1
44035,2014,WK171412,BU17141200,17.94,0.61,15.65,185,5,49,-0.24
44036,2013,WK171413,BU17141300,,0.54,17.36,137,5,104,-0.715
44037,2016,WK171413,BU17141300,15.28,0.6,14.74,139,5,105,-0.72
44038,2015,WK171413,BU17141300,15.75,0.48,14.32,136,5,105,-0.7
44039,2014,WK171413,BU17141300,17.86,0.58,14.99,134,5,105,-0.68
44040,2013,WK171413,BU17141309,,0.55,17.02,137,5,104,-0.715
44041,2016,WK171413,BU17141309,15.28,0.6,14.71,139,5,105,-0.72
44042,2015,WK171413,BU17141309,15.76,0.5,14.39,136,5,105,-0.7
44043,2014,WK171413,BU17141309,17.7,0.58,14.84,134,5,105,-0.68
44044,2013,WK171414,BU17141400,,0.56,17.17,195,5,30,0
44045,2016,WK171414,BU17141400,15.27,0.62,14.74,190,5,30,0
44046,2015,WK171414,BU17141400,15.88,0.51,14.33,192,5,30,0.04
44047,2014,WK171414,BU17141400,17.82,0.6,14.89,191,5,30,0.08
44048,2013,WK171414,BU17141409,,0.56,17,195,5,30,0
44049,2016,WK171414,BU17141409,15.44,0.63,14.77,190,5,30,0
44050,2015,WK171414,BU17141409,16,0.52,14.19,192,5,30,0.04
44051,2014,WK171414,BU17141409,17.92,0.59,14.71,191,5,30,0.08
44052,2013,WK171900,BU17190009,,0.8,21.11,243,4,871,-0.005
44053,2016,WK171900,BU17190009,18.36,0.78,19.16,225,3,886,0.01
44054,2015,WK171900,BU17190009,18.98,0.72,19.18,222,3,880,0.02
44055,2014,WK171900,BU17190009,21.42,0.85,19.69,229,3,875,0.03
44056,2013,WK171900,BU17190008,,0.93,25.48,243,4,871,-0.005
44057,2013,WK171901,BU17190008,,0.76,19.29,330,5,18,-0.005
44058,2016,WK171900,BU17190008,18.61,0.89,23.76,225,3,886,0.01
44059,2016,WK171901,BU17190008,17.47,0.74,17.38,303,5,18,0.01
44060,2015,WK171900,BU17190008,19.23,0.82,23.65,222,3,880,0.02
44061,2015,WK171901,BU17190008,18.21,0.67,17.59,300,5,18,0.02
44062,2014,WK171900,BU17190008,21.68,0.97,24.77,229,3,875,0.03
44063,2014,WK171901,BU17190008,20.56,0.81,17.83,307,5,18,0.03
44064,2013,WK171900,BU17190109,,0.93,25.48,243,4,871,0.745
44065,2013,WK171901,BU17190109,,0.76,19.29,330,5,18,0.745
44066,2016,WK171900,BU17190109,18.61,0.89,23.76,225,3,886,1.22
44067,2016,WK171901,BU17190109,17.47,0.74,17.38,303,5,18,1.22
44068,2015,WK171900,BU17190109,19.23,0.82,23.65,222,3,880,1.03
44069,2015,WK171901,BU17190109,18.21,0.67,17.59,300,5,18,1.03
44070,2014,WK171900,BU17190109,21.68,0.97,24.77,229,3,875,0.84
44071,2014,WK171901,BU17190109,20.56,0.81,17.83,307,5,18,0.84
44072,2013,WK171900,BU17190000,,0.85,22.73,243,4,871,-0.005
44073,2016,WK171900,BU17190000,18.57,0.85,21.14,225,3,886,0.01
44074,2015,WK171900,BU17190000,19.12,0.77,20.94,222,3,880,0.02
44075,2014,WK171900,BU17190000,21.61,0.91,21.66,229,3,875,0.03
44076,2013,WK171901,BU17190108,,0.74,19.05,330,5,18,0.745
44077,2016,WK171901,BU17190108,16.96,0.72,16.99,303,5,18,1.22
44078,2015,WK171901,BU17190108,17.8,0.66,17.45,300,5,18,1.03
44079,2014,WK171901,BU17190108,20.11,0.79,17.55,307,5,18,0.84
44080,2013,WK171901,BU17190100,,0.76,19.48,330,5,18,0.745
44081,2016,WK171901,BU17190100,17.63,0.74,17.68,303,5,18,1.22
44082,2015,WK171901,BU17190100,18.34,0.68,17.89,300,5,18,1.03
44083,2014,WK171901,BU17190100,20.7,0.81,18.22,307,5,18,0.84
44084,2013,WK171902,BU17190209,,0.96,25.76,247,4,411,0.1325
44085,2016,WK171902,BU17190209,17.86,0.9,23.56,229,4,407,-0.01
44086,2015,WK171902,BU17190209,18.78,0.85,24.23,224,4,406,0.015
44087,2014,WK171902,BU17190209,21,0.96,25.06,230,4,411,0.04
44088,2013,WK171902,BU17190208,,0.94,24.49,247,4,411,0.1325
44089,2016,WK171902,BU17190208,18.13,0.87,21.92,229,4,407,-0.01
44090,2015,WK171902,BU17190208,18.96,0.81,22.07,224,4,406,0.015
44091,2014,WK171902,BU17190208,21.3,0.95,22.79,230,4,411,0.04
44092,2013,WK171902,BU17190200,,0.86,22.55,247,4,411,0.1325
44093,2016,WK171902,BU17190200,17.88,0.83,20.4,229,4,407,-0.01
44094,2015,WK171902,BU17190200,18.64,0.76,20.65,224,4,406,0.015
44095,2014,WK171902,BU17190200,20.97,0.9,21.14,230,4,411,0.04
44096,2013,WK171903,BU17190300,,0.85,22.72,273,5,438,0.5
44097,2016,WK171903,BU17190300,18.08,0.83,21.02,255,5,439,0.56
44098,2015,WK171903,BU17190300,18.77,0.76,21.12,251,5,437,0.545
44099,2014,WK171903,BU17190300,21.19,0.9,21.73,257,5,434,0.53
44100,2013,WK171903,BU17190309,,0.92,24.04,273,5,438,0.5
44101,2016,WK171903,BU17190309,18.49,0.89,22.48,255,5,439,0.56
44102,2015,WK171903,BU17190309,19.14,0.82,22.52,251,5,437,0.545
44103,2014,WK171903,BU17190309,21.53,0.95,23.3,257,5,434,0.53
44104,2013,WK171904,BU17190400,,0.77,20.24,243,5,225,-0.2975
44105,2016,WK171904,BU17190400,17.27,0.75,18.06,221,5,221,-0.37
44106,2015,WK171904,BU17190400,17.95,0.69,18.63,217,5,221,-0.355
44107,2014,WK171904,BU17190400,20.33,0.83,18.62,226,5,222,-0.34
44108,2013,WK171904,BU17190409,,0.79,20.85,243,5,225,-0.2975
44109,2016,WK171904,BU17190409,17.29,0.77,18.65,221,5,221,-0.37
44110,2015,WK171904,BU17190409,18.04,0.7,19.2,217,5,221,-0.355
44111,2014,WK171904,BU17190409,20.42,0.84,19.46,226,5,222,-0.34
44112,2013,WK171904,BU17190401,,0.78,20.34,243,5,225,-0.2975
44113,2013,WK171905,BU17190401,,0.78,19.95,268,5,109,-0.2975
44114,2016,WK171904,BU17190401,17.29,0.77,18.14,221,5,221,-0.37
44115,2016,WK171905,BU17190401,17.55,0.76,18.1,245,5,110,-0.37
44116,2015,WK171904,BU17190401,18.01,0.69,18.69,217,5,221,-0.355
44117,2015,WK171905,BU17190401,18.32,0.7,18.38,240,5,110,-0.355
44118,2014,WK171904,BU17190401,20.39,0.83,18.79,226,5,222,-0.34
44119,2014,WK171905,BU17190401,20.65,0.83,18.57,251,5,108,-0.34
44120,2013,WK171904,BU17190509,,0.78,20.34,243,5,225,0.55
44121,2013,WK171905,BU17190509,,0.78,19.95,268,5,109,0.55
44122,2016,WK171904,BU17190509,17.29,0.77,18.14,221,5,221,0.81
44123,2016,WK171905,BU17190509,17.55,0.76,18.1,245,5,110,0.81
44124,2015,WK171904,BU17190509,18.01,0.69,18.69,217,5,221,0.69
44125,2015,WK171905,BU17190509,18.32,0.7,18.38,240,5,110,0.69
44126,2014,WK171904,BU17190509,20.39,0.83,18.79,226,5,222,0.57
44127,2014,WK171905,BU17190509,20.65,0.83,18.57,251,5,108,0.57
44128,2013,WK171905,BU17190501,,0.82,20.98,268,5,109,0.55
44129,2016,WK171905,BU17190501,17.97,0.8,19.29,245,5,110,0.81
44130,2015,WK171905,BU17190501,18.7,0.73,19.44,240,5,110,0.69
44131,2014,WK171905,BU17190501,21.06,0.86,19.69,251,5,108,0.57
44132,2013,WK171905,BU17190500,,0.77,19.56,268,5,109,0.55
44133,2016,WK171905,BU17190500,17.61,0.76,17.92,245,5,110,0.81
44134,2015,WK171905,BU17190500,18.35,0.7,18.14,240,5,110,0.69
44135,2014,WK171905,BU17190500,20.68,0.83,18.18,251,5,108,0.57
44136,2013,WK171905,BU17190508,,0.83,21.81,268,5,109,-0.2975
44137,2016,WK171905,BU17190508,17.47,0.8,19.6,245,5,110,-0.37
44138,2015,WK171905,BU17190508,18.33,0.74,20.13,240,5,110,-0.355
44139,2014,WK171905,BU17190508,20.62,0.86,20.84,251,5,108,-0.34
44140,2013,WK172101,BU17210113,,0.83,20.22,320,5,210,0.135
44141,2016,WK172101,BU17210113,18.83,0.8,19.23,288,5,216,0.06
44142,2015,WK172101,BU17210113,19.7,0.75,18.9,287,5,214,0.05
44143,2014,WK172101,BU17210113,22.05,0.88,19.3,299,5,212,0.04
44144,2013,WK172101,BU17210101,,0.87,21.82,320,5,210,0.135
44145,2016,WK172101,BU17210101,18.88,0.82,20.09,288,5,216,0.06
44146,2015,WK172101,BU17210101,19.67,0.77,19.98,287,5,214,0.05
44147,2014,WK172101,BU17210101,21.98,0.9,21.05,299,5,212,0.04
44148,2013,WK172101,BU17210110,,0.93,23.71,320,5,210,0.135
44149,2016,WK172101,BU17210110,19.08,0.86,22.15,288,5,216,0.06
44150,2015,WK172101,BU17210110,19.96,0.81,21.91,287,5,214,0.05
44151,2014,WK172101,BU17210110,22.24,0.94,22.67,299,5,212,0.04
44152,2013,WK172101,BU17210102,,0.84,20.85,320,5,210,0.135
44153,2016,WK172101,BU17210102,18.83,0.8,19.45,288,5,216,0.06
44154,2015,WK172101,BU17210102,19.67,0.76,19.22,287,5,214,0.05
44155,2014,WK172101,BU17210102,22.07,0.9,20.08,299,5,212,0.04
44156,2013,WK172101,BU17210108,,0.83,20.67,320,5,210,0.135
44157,2016,WK172101,BU17210108,18.82,0.81,19.43,288,5,216,0.06
44158,2015,WK172101,BU17210108,19.68,0.75,19.2,287,5,214,0.05
44159,2014,WK172101,BU17210108,21.89,0.87,19.74,299,5,212,0.04
44160,2013,WK172101,BU17210105,,0.83,20.54,320,5,210,0.135
44161,2016,WK172101,BU17210105,18.83,0.8,19.29,288,5,216,0.06
44162,2015,WK172101,BU17210105,19.67,0.76,18.98,287,5,214,0.05
44163,2014,WK172101,BU17210105,22.06,0.89,19.74,299,5,212,0.04
44164,2013,WK172101,BU17210117,,0.85,21.19,320,5,210,0.135
44165,2016,WK172101,BU17210117,18.85,0.81,19.81,288,5,216,0.06
44166,2015,WK172101,BU17210117,19.71,0.76,19.58,287,5,214,0.05
44167,2014,WK172101,BU17210117,21.89,0.88,20.19,299,5,212,0.04
44168,2013,WK172101,BU17210118,,0.85,20.91,320,5,210,0.135
44169,2016,WK172101,BU17210118,18.8,0.81,19.47,288,5,216,0.06
44170,2015,WK172101,BU17210118,19.7,0.75,19.21,287,5,214,0.05
44171,2014,WK172101,BU17210118,22.03,0.88,19.79,299,5,212,0.04
44172,2013,WK172101,BU17210119,,0.97,25.15,320,5,210,0.135
44173,2016,WK172101,BU17210119,19.85,0.9,23.24,288,5,216,0.06
44174,2015,WK172101,BU17210119,19.76,0.84,23.24,287,5,214,0.05
44175,2014,WK172101,BU17210119,22.38,0.98,23.96,299,5,212,0.04
44176,2013,WK172101,BU17210116,,0.83,20.16,320,5,210,0.135
44177,2013,WK172102,BU17210116,,0.86,20.82,280,4,658,0.135
44178,2016,WK172101,BU17210116,18.83,0.8,19.15,288,5,216,0.06
44179,2016,WK172102,BU17210116,18.73,0.82,20.18,254,4,661,0.06
44180,2015,WK172101,BU17210116,19.69,0.75,18.8,287,5,214,0.05
44181,2015,WK172102,BU17210116,19.84,0.78,19.81,255,4,659,0.05
44182,2014,WK172101,BU17210116,22.04,0.87,19.19,299,5,212,0.04
44183,2014,WK172102,BU17210116,22.38,0.91,20.6,264,4,657,0.04
44184,2013,WK172101,BU17210203,,0.83,20.16,320,5,210,0.18
44185,2013,WK172102,BU17210203,,0.86,20.82,280,4,658,0.18
44186,2016,WK172101,BU17210203,18.83,0.8,19.15,288,5,216,0.06
44187,2016,WK172102,BU17210203,18.73,0.82,20.18,254,4,661,0.06
44188,2015,WK172101,BU17210203,19.69,0.75,18.8,287,5,214,0.16
44189,2015,WK172102,BU17210203,19.84,0.78,19.81,255,4,659,0.16
44190,2014,WK172101,BU17210203,22.04,0.87,19.19,299,5,212,0.26
44191,2014,WK172102,BU17210203,22.38,0.91,20.6,264,4,657,0.26
44192,2013,WK172101,BU17210111,,0.83,20.39,320,5,210,0.135
44193,2016,WK172101,BU17210111,18.82,0.8,19.15,288,5,216,0.06
44194,2015,WK172101,BU17210111,19.66,0.76,18.8,287,5,214,0.05
44195,2014,WK172101,BU17210111,22.05,0.89,19.57,299,5,212,0.04
44196,2013,WK172101,BU17210107,,0.83,20.2,320,5,210,0.135
44197,2013,WK172101,BU17210107,,0.83,20.58,320,5,210,0.135
44198,2016,WK172101,BU17210107,18.83,0.8,19.19,288,5,216,0.06
44199,2016,WK172101,BU17210107,18.81,0.8,19.39,288,5,216,0.06
44200,2015,WK172101,BU17210107,19.7,0.75,18.84,287,5,214,0.05
44201,2015,WK172101,BU17210107,19.65,0.75,19.12,287,5,214,0.05
44202,2014,WK172101,BU17210107,22.04,0.87,19.24,299,5,212,0.04
44203,2014,WK172101,BU17210107,21.95,0.88,19.74,299,5,212,0.04
44204,2013,WK172101,BU17210115,,0.83,20.2,320,5,210,0.135
44205,2013,WK172101,BU17210115,,0.83,20.58,320,5,210,0.135
44206,2016,WK172101,BU17210115,18.83,0.8,19.19,288,5,216,0.06
44207,2016,WK172101,BU17210115,18.81,0.8,19.39,288,5,216,0.06
44208,2015,WK172101,BU17210115,19.7,0.75,18.84,287,5,214,0.05
44209,2015,WK172101,BU17210115,19.65,0.75,19.12,287,5,214,0.05
44210,2014,WK172101,BU17210115,22.04,0.87,19.24,299,5,212,0.04
44211,2014,WK172101,BU17210115,21.95,0.88,19.74,299,5,212,0.04
44212,2013,WK172101,BU17210109,,0.9,23.08,320,5,210,0.135
44213,2016,WK172101,BU17210109,19,0.85,21.77,288,5,216,0.06
44214,2015,WK172101,BU17210109,19.7,0.79,21.38,287,5,214,0.05
44215,2014,WK172101,BU17210109,22.07,0.92,22.3,299,5,212,0.04
44216,2013,WK172101,BU17210104,,0.83,20.63,320,5,210,0.135
44217,2016,WK172101,BU17210104,18.82,0.8,19.38,288,5,216,0.06
44218,2015,WK172101,BU17210104,19.64,0.76,19.07,287,5,214,0.05
44219,2014,WK172101,BU17210104,22.03,0.89,19.84,299,5,212,0.04
44220,2013,WK172101,BU17210106,,0.83,20.32,320,5,210,0.135
44221,2016,WK172101,BU17210106,18.82,0.79,19.08,288,5,216,0.06
44222,2015,WK172101,BU17210106,19.66,0.76,18.76,287,5,214,0.05
44223,2014,WK172101,BU17210106,22.06,0.89,19.53,299,5,212,0.04
44224,2013,WK172101,BU17210103,,0.84,20.96,320,5,210,0.135
44225,2016,WK172101,BU17210103,18.82,0.8,19.61,288,5,216,0.06
44226,2015,WK172101,BU17210103,19.61,0.76,19.36,287,5,214,0.05
